Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
finetune,0,0,0,0.787149,0.726790,0.848649,0.771111
finetune,1,1,64,0.787149,0.726790,0.848649,0.771111,0,0
finetune,1,6,384,0.787149,0.726790,0.848649,0.771111,0,0
finetune,1,11,704,0.787149,0.726790,0.848649,0.771111,0,0
finetune,1,16,1024,0.785810,0.732095,0.840541,0.775556,160,96
finetune,1,21,1344,0.751004,0.946950,0.551351,0.771111,5681,3950
finetune,1,26,1664,0.759036,0.891247,0.624324,0.776667,10327,8865
finetune,1,31,1984,0.776439,0.806366,0.745946,0.781111,14819,13615
finetune,1,36,2304,0.788487,0.702918,0.875676,0.781111,19186,17965
finetune,1,41,2624,0.795181,0.705570,0.886486,0.786667,22733,21810
finetune,1,47,2988,0.803213,0.761273,0.845946,0.796667,26904,25813
finetune,2,1,3052,0.800535,0.766578,0.835135,0.798889,669,668
finetune,2,6,3372,0.796519,0.819629,0.772973,0.806667,4210,4108
finetune,2,11,3692,0.792503,0.827586,0.756757,0.807778,8075,7253
finetune,2,16,4012,0.787149,0.753316,0.821622,0.788889,12081,10345
finetune,2,21,4332,0.784471,0.721485,0.848649,0.785556,15578,13427
finetune,2,26,4652,0.793842,0.742706,0.845946,0.788889,19175,16483
finetune,2,31,4972,0.796519,0.753316,0.840541,0.788889,22740,19470
finetune,2,36,5292,0.799197,0.769231,0.829730,0.798889,25905,22267
finetune,2,41,5612,0.796519,0.787798,0.805405,0.796667,28973,24802
finetune,2,47,5976,0.796519,0.779841,0.813514,0.798889,33117,27891
finetune,3,1,6040,0.799197,0.785146,0.813514,0.793333,732,535
finetune,3,6,6360,0.797858,0.755968,0.840541,0.786667,3654,3132
finetune,3,11,6680,0.799197,0.755968,0.843243,0.786667,5896,5339
finetune,3,16,7000,0.800535,0.766578,0.835135,0.791111,7975,7532
finetune,3,21,7320,0.796519,0.787798,0.805405,0.798889,10424,9763
finetune,3,26,7640,0.793842,0.816976,0.770270,0.805556,12843,12028
finetune,3,31,7960,0.796519,0.795756,0.797297,0.808889,15389,14091
finetune,3,36,8280,0.797858,0.758621,0.837838,0.802222,18240,16219
finetune,3,41,8600,0.795181,0.742706,0.848649,0.797778,20673,18465
finetune,3,47,8964,0.800535,0.737401,0.864865,0.787778,23184,20830
finetune,4,1,9028,0.799197,0.742706,0.856757,0.787778,428,362
finetune,4,6,9348,0.796519,0.761273,0.832432,0.804444,2603,2321
finetune,4,11,9668,0.804552,0.782493,0.827027,0.801111,5179,4535
finetune,4,16,9988,0.800535,0.777188,0.824324,0.800000,7420,6321
finetune,4,21,10308,0.795181,0.763926,0.827027,0.800000,9692,7925
