Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
finetune,0,0,0,0.686567,0.398922,0.978142,0.718519
finetune,1,1,64,0.686567,0.398922,0.978142,0.718519,0,0
finetune,1,6,384,0.686567,0.398922,0.978142,0.718519,0,0
finetune,1,11,704,0.686567,0.398922,0.978142,0.718519,0,0
finetune,1,16,1024,0.766621,0.814016,0.718579,0.757672,3054,2171
finetune,1,21,1344,0.666214,0.951482,0.377049,0.687831,15246,13593
finetune,1,26,1664,0.704206,0.908356,0.497268,0.710053,22136,20903
finetune,1,31,1984,0.739484,0.840970,0.636612,0.743915,27657,27836
finetune,1,36,2304,0.769335,0.803235,0.734973,0.765079,32252,33175
finetune,1,41,2624,0.782904,0.781671,0.784153,0.770370,36321,37710
finetune,1,47,2953,0.781547,0.789757,0.773224,0.790476,41237,42999
finetune,2,1,3017,0.781547,0.800539,0.762295,0.795767,828,868
finetune,2,6,3337,0.788331,0.789757,0.786885,0.788360,5213,5471
finetune,2,11,3657,0.791045,0.784367,0.797814,0.795767,9590,9813
finetune,2,16,3977,0.774763,0.819407,0.729508,0.793651,14044,14152
finetune,2,21,4297,0.778833,0.846361,0.710383,0.798942,18360,17895
finetune,2,26,4617,0.784261,0.835580,0.732240,0.791534,22533,21492
finetune,2,31,4937,0.795115,0.746631,0.844262,0.800000,26209,25137
finetune,2,36,5257,0.781547,0.692722,0.871585,0.820106,29689,28523
finetune,2,41,5577,0.782904,0.735849,0.830601,0.812698,32470,31466
finetune,2,47,5906,0.793758,0.803235,0.784153,0.788360,36178,35039
finetune,3,1,5970,0.792402,0.808625,0.775956,0.789418,690,637
finetune,3,6,6290,0.791045,0.849057,0.732240,0.794709,3741,3697
finetune,3,11,6610,0.797829,0.851752,0.743169,0.798942,6182,6246
finetune,3,16,6930,0.797829,0.835580,0.759563,0.792593,8532,8687
finetune,3,21,7250,0.797829,0.797844,0.797814,0.794709,11001,11356
finetune,3,26,7570,0.777476,0.716981,0.838798,0.822222,14022,14589
finetune,3,31,7890,0.772049,0.725067,0.819672,0.815873,16336,17268
finetune,3,36,8210,0.766621,0.746631,0.786885,0.811640,18525,19809
finetune,3,41,8530,0.773406,0.811321,0.734973,0.802116,21009,22751
finetune,3,47,8859,0.792402,0.835580,0.748634,0.796825,24311,26263
finetune,4,1,8923,0.796472,0.830189,0.762295,0.797884,553,594
finetune,4,6,9243,0.810041,0.814016,0.806011,0.780952,3369,3483
finetune,4,11,9563,0.811398,0.805930,0.816940,0.790476,5572,5763
finetune,4,16,9883,0.808684,0.797844,0.819672,0.791534,7511,7702
finetune,4,21,10203,0.805970,0.778976,0.833333,0.801058,9257,9620
finetune,4,26,10523,0.803256,0.762803,0.844262,0.807407,11180,11705
finetune,4,31,10843,0.793758,0.746631,0.841530,0.806349,13189,13763
finetune,4,36,11163,0.789688,0.741240,0.838798,0.812698,14988,15642
finetune,4,41,11483,0.785617,0.768194,0.803279,0.815873,17093,17692
finetune,4,47,11812,0.797829,0.797844,0.797814,0.806349,19544,20102
